SID,Age,Sex,Language,Experimenter,Entered_By,Exclude_analysis,Exclude_analysis_reason,Exclude_task,Excluded_task,Exclude_task_reason,Task,Trial_number,Task_item,Response_single,Response_double,Response_final,Correct,Mem_check_1_single,Mem_check_1_double,Mem_check_1_final,Mem_check_2_single,Mem_check_2_double,Mem_check_2_final,Notes_single_coding,Notes_double,Exclude_trial,Exclude_trial_single_reason
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,SF,7,105,106,106,106,1,0,0,0,0,0,0,mc1: 150/20,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,SF,8,107,109,109,109,0,0,0,0,,1,1,mc1: 106,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,SF,9,116,117,117,117,1,0,0,0,1,0,1,mc1: 106,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,SF,10,224,226,226,226,0,0,0,0,0,0,0,"m1: 100, mc2: IDK",,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,SF,11,252,253,253,253,1,0,0,0,0,0,0,"mc1: IDK, mc2: 106",,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,SF,12,271,372,0,372,0,0,0,0,0,0,0,"mc1: IDK, mc2: 170","X73, X372",0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,NN,Training,1,2,2,2,1,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,NN,1,5,6,6,6,1,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,NN,2,7,8,8,8,1,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,NN,3,16,17,17,17,1,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,NN,4,24,25,25,25,1,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,NN,5,52,53,53,53,1,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,NN,6,71,72,72,72,1,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,NN,7,105,"53, 150",150,150,0,,,,,,,,"Unambigous answer, ""150"" ",0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,NN,8,107,"72, 73",73,73,0,,,,,,,,"""170""",0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,NN,9,116,17,17,17,0,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,NN,10,224,"127, 21",,"127, 21",0,,,,,,,,"Unclear answer ""127l21""?",0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,NN,11,252,4 in 52,,4 in 52 ,0,,,,,,,,"Unclear answer ""4in52""?",0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,NN,12,271,72,72,72,0,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,Training,Apple,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,Sample Item B,SockFlower,1,1,1,1,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,7,PresentTire,1,1,1,1,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,8,KiteHydrant,0,0,0,0,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,9,DuckClover,1,1,1,1,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,10,TireHydrant,1,1,1,1,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,11,CloverKite,0,0,0,0,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,12,PresentDucck,0,0,0,0,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,13,BellRainbowChair,1,1,1,1,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,14,BlockHatDrum,0,0,0,0,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,15,MugHourglassBlock,0,0,0,0,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,16,HatChairRainbow,0,0,0,0,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,17,HourglassMugBell,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,18,DrumRainbowHourglass,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,19,BellBlockHat,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,20,ChairDrumMug,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,21,RainbowMugHat,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,22,HourglassBellChair,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,23,PlanetShoeClockStar,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,24,HourglassKiteBlockHeart,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,1,no data
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,GiveN,1,6,6,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,GiveN,2,9,9,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,GiveN,3,7,7,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,GiveN,4,5,5,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,SF,training,1,2,,MISMATCH,,1,,MISMATCH,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,SF,1,5,6,,MISMATCH,,1,,MISMATCH,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,SF,2,7,8,,MISMATCH,,1,,MISMATCH,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,SF,3,16,17,,MISMATCH,,1,,MISMATCH,1,,MISMATCH,repeated because he forgot,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,SF,4,24,25,,MISMATCH,,1,,MISMATCH,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,SF,5,52,53,,MISMATCH,,1,,MISMATCH,1,,MISMATCH,repeated because he forgot,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,SF,6,71,72,,MISMATCH,,1,,MISMATCH,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,SF,7,105,106,,MISMATCH,,1,,MISMATCH,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,SF,8,107,108,,MISMATCH,,1,,MISMATCH,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,SF,9,116,117,,MISMATCH,,1,,MISMATCH,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,SF,10,224,225,,MISMATCH,,0,,MISMATCH,0,,MISMATCH,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,SF,11,252,253,,MISMATCH,,1,,MISMATCH,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,SF,12,271,272,,MISMATCH,,0,,MISMATCH,0,,MISMATCH,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,NN,training,1,2,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,NN,1,5,6,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,NN,2,7,8,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,NN,3,16,17,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,NN,4,24,25,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,NN,5,52,53,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,NN,6,71,72,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,NN,7,105,106,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,NN,8,107,108,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,NN,9,116,117,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,NN,10,224,225,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,NN,11,252,256,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,NN,12,271,272,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,Sample Item A,Apple,NA,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,1,Sun,NA,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,2,Book,NA,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,3,Cake,NA,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,4,Leaf,NA,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,5,Balloon,NA,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,6,Leaf,NA,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,Sample Item B,SockFlower,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,7,PresentTire,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,8,KiteHydrant,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,9,DuckClover,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,10,TireHydrant,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,11,CloverKite,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,12,PresentDucck,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,13,BellRainbowChair,0,,,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,14,BlockHatDrum,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,15,MugHourglassBlock,0,,,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,16,HatChairRainbow,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,17,HourglassMugBell,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,18,DrumRainbowHourglass,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,19,BellBlockHat,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,20,ChairDrumMug,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,21,RainbowMugHat,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,22,HourglassBellChair,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,23,PlanetShoeClockStar,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,24,HourglassKiteBlockHeart,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,25,StarBookHourglassShoe,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,26,KiteTirePlanetBlock,1,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,27,BookHeartTireClock,0,,,,,,,,,,Feedback,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,28,BlockPlanetKiteHourglass,0,,,,,,,,,,feedback,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,29,SunDrumRainbowHydrantClock,0,,,,,,,,,,feedback,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,31,BookClockBalloonSunPlanet,NA,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,,MISMATCH,,,,,,,,,,,
RT01,6.105407255,M,Slovenian,Petra,CF,0,,0,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,GiveN,1,6,6,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,GiveN,2,9,9,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,GiveN,3,7,7,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,GiveN,4,5,5,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,SF,training,1,2,,MISMATCH,,1,,MISMATCH,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,SF,1,5,6,,MISMATCH,,1,,MISMATCH,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,SF,2,7,8,,MISMATCH,,1,,MISMATCH,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,SF,3,16,18,,MISMATCH,,1,,MISMATCH,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,SF,4,24,25,,MISMATCH,,1,,MISMATCH,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,SF,5,52,54,,MISMATCH,,1,,MISMATCH,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,SF,6,71,72,,MISMATCH,,1,,MISMATCH,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,SF,7,105,106,,MISMATCH,,0,,MISMATCH,1,,MISMATCH,first said 100,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,SF,8,107,108,,MISMATCH,,1,,MISMATCH,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,SF,9,116,117,,MISMATCH,,0,,MISMATCH,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,SF,10,224,NA,,MISMATCH,,0,,MISMATCH,,,,Experimenter error,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,SF,11,252,254,,MISMATCH,,0,,MISMATCH,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,SF,12,271,272,,MISMATCH,,0,,MISMATCH,,,,"first said 227, 224",,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,NN,training,1,2,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,NN,1,5,6,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,NN,2,7,8,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,NN,3,16,17,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,NN,4,24,25,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,NN,5,52,53,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,NN,6,71,72,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,NN,7,105,106,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,NN,8,107,108,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,NN,9,116,118,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,NN,10,224,225,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,NN,11,252,56,,MISMATCH,,,,,,,,first said 53,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,NN,12,271,8,,MISMATCH,,,,,,,,first said 72,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,Sample Item A,Apple,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,1,Sun,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,2,Book,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,3,Cake,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,4,Leaf,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,5,Balloon,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,6,Leaf,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,Sample Item B,SockFlower,1,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,7,PresentTire,1,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,8,KiteHydrant,1,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,9,DuckClover,1,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,10,TireHydrant,1,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,11,CloverKite,1,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,12,PresentDucck,1,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,13,BellRainbowChair,1,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,14,BlockHatDrum,1,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,15,MugHourglassBlock,0,,,,,,,,,,gave feedback,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,16,HatChairRainbow,0,,,,,,,,,,gave feedback,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,17,HourglassMugBell,0,,,,,,,,,,gave feedback,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,18,DrumRainbowHourglass,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,19,BellBlockHat,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,20,ChairDrumMug,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,21,RainbowMugHat,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,22,HourglassBellChair,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,23,PlanetShoeClockStar,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,24,HourglassKiteBlockHeart,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,25,StarBookHourglassShoe,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,26,KiteTirePlanetBlock,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,27,BookHeartTireClock,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,28,BlockPlanetKiteHourglass,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,31,BookClockBalloonSunPlanet,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,,MISMATCH,,,,,,,,,,,
RT02,6.001368925,M,Slovenian,Petra,CF,0,,0,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,,MISMATCH,,,,,,,,,,,
RT03,6.160164271,F,Slovenian,Petra,CF,0,,0,,,GiveN,1,6,6,,MISMATCH,,,,,,,,,,,
RT03,6.160164271,F,Slovenian,Petra,CF,0,,0,,,GiveN,2,9,9,,MISMATCH,,,,,,,,,,,
RT03,6.160164271,F,Slovenian,Petra,CF,0,,0,,,GiveN,3,7,7,,MISMATCH,,,,,,,,,,,
RT03,6.160164271,F,Slovenian,Petra,CF,0,,0,,,GiveN,4,5,5,,MISMATCH,,,,,,,,,,,
RT03,6.160164271,F,Slovenian,Petra,CF,0,,0,,,SF,training,1,2,,MISMATCH,,1,,MISMATCH,,,,,,,
RT03,6.160164271,F,Slovenian,Petra,CF,0,,0,,,SF,1,5,7,,MISMATCH,,1,,MISMATCH,,,,,,,
RT03,6.160164271,F,Slovenian,Petra,CF,0,,0,,,SF,2,7,8,,MISMATCH,,1,,MISMATCH,,,,,,,
RT03,6.160164271,F,Slovenian,Petra,CF,0,,0,,,SF,3,16,18,,MISMATCH,,1,,MISMATCH,,,,,,,
RT03,6.160164271,F,Slovenian,Petra,CF,0,,0,,,SF,4,24,25,,MISMATCH,,0,,MISMATCH,1,,MISMATCH,first said 28,,,
RT03,6.160164271,F,Slovenian,Petra,CF,0,,0,,,SF,5,52,53,,MISMATCH,,0,,MISMATCH,1,,MISMATCH,,,,
